Exchange,Ticker,Start,End,score
TO,VBAL,"('TO', 'VBAL', Timestamp('2021-12-01 00:00:00'))","('TO', 'VBAL', Timestamp('2022-02-01 00:00:00'))",0.0079793317760323
NASDAQ,CFIVU,"('NASDAQ', 'CFIVU', Timestamp('2021-03-04 00:00:00'))","('NASDAQ', 'CFIVU', Timestamp('2021-05-03 00:00:00'))",0.0079805895373175
TO,XCD,"('TO', 'XCD', Timestamp('2019-03-08 00:00:00'))","('TO', 'XCD', Timestamp('2019-05-07 00:00:00'))",0.007980754398814
NASDAQ,MON,"('NASDAQ', 'MON', Timestamp('2021-10-13 00:00:00'))","('NASDAQ', 'MON', Timestamp('2021-12-10 00:00:00'))",0.0079822840032563
NYSE,FEO,"('NYSE', 'FEO', Timestamp('2012-08-02 00:00:00'))","('NYSE', 'FEO', Timestamp('2012-10-01 00:00:00'))",0.0079825693235478
NYSE,NIE,"('NYSE', 'NIE', Timestamp('2015-02-04 00:00:00'))","('NYSE', 'NIE', Timestamp('2015-04-06 00:00:00'))",0.0079827583313276
AMEX,GLV,"('AMEX', 'GLV', Timestamp('2010-12-03 00:00:00'))","('AMEX', 'GLV', Timestamp('2011-02-02 00:00:00'))",0.007983377121677
NASDAQ,RMGCU,"('NASDAQ', 'RMGCU', Timestamp('2021-10-05 00:00:00'))","('NASDAQ', 'RMGCU', Timestamp('2021-12-02 00:00:00'))",0.007984348521949
NYSE,DMB,"('NYSE', 'DMB', Timestamp('2020-06-15 00:00:00'))","('NYSE', 'DMB', Timestamp('2020-08-12 00:00:00'))",0.0079846379625573
TO,VFV,"('TO', 'VFV', Timestamp('2019-01-17 00:00:00'))","('TO', 'VFV', Timestamp('2019-03-18 00:00:00'))",0.0079849821534346
TO,PUD,"('TO', 'PUD', Timestamp('2018-06-18 00:00:00'))","('TO', 'PUD', Timestamp('2018-08-16 00:00:00'))",0.0079853660081912
TO,HYBR,"('TO', 'HYBR', Timestamp('2021-12-03 00:00:00'))","('TO', 'HYBR', Timestamp('2022-02-03 00:00:00'))",0.0079854200042539
NASDAQ,CLAQU,"('NASDAQ', 'CLAQU', Timestamp('2021-12-27 00:00:00'))","('NASDAQ', 'CLAQU', Timestamp('2022-02-24 00:00:00'))",0.0079854773524437
TO,ZLB,"('TO', 'ZLB', Timestamp('2013-08-28 00:00:00'))","('TO', 'ZLB', Timestamp('2013-10-28 00:00:00'))",0.0079863889118298
NYSE,KEP,"('NYSE', 'KEP', Timestamp('2014-03-26 00:00:00'))","('NYSE', 'KEP', Timestamp('2014-05-23 00:00:00'))",0.0079866744740837
TO,FAP,"('TO', 'FAP', Timestamp('2017-11-03 00:00:00'))","('TO', 'FAP', Timestamp('2018-01-04 00:00:00'))",0.007986922957392
NYSE,OCA,"('NYSE', 'OCA', Timestamp('2021-04-28 00:00:00'))","('NYSE', 'OCA', Timestamp('2021-06-25 00:00:00'))",0.0079872863494108
NASDAQ,BCOW,"('NASDAQ', 'BCOW', Timestamp('2021-10-04 00:00:00'))","('NASDAQ', 'BCOW', Timestamp('2021-12-01 00:00:00'))",0.0079875002533677
NYSE,GB,"('NYSE', 'GB', Timestamp('2019-05-06 00:00:00'))","('NYSE', 'GB', Timestamp('2019-07-03 00:00:00'))",0.0079892061535202
NASDAQ,TOI,"('NASDAQ', 'TOI', Timestamp('2021-07-28 00:00:00'))","('NASDAQ', 'TOI', Timestamp('2021-09-24 00:00:00'))",0.0079892483898519
TO,XMM,"('TO', 'XMM', Timestamp('2016-04-26 00:00:00'))","('TO', 'XMM', Timestamp('2016-06-23 00:00:00'))",0.0079893635645512
TO,ZCM,"('TO', 'ZCM', Timestamp('2011-09-01 00:00:00'))","('TO', 'ZCM', Timestamp('2011-11-01 00:00:00'))",0.0079902224111361
NASDAQ,TSIB,"('NASDAQ', 'TSIB', Timestamp('2021-06-25 00:00:00'))","('NASDAQ', 'TSIB', Timestamp('2021-08-24 00:00:00'))",0.0079913434591934
NYSE,AFL,"('NYSE', 'AFL', Timestamp('2013-10-03 00:00:00'))","('NYSE', 'AFL', Timestamp('2013-12-02 00:00:00'))",0.0079921413421652
TO,VMO,"('TO', 'VMO', Timestamp('2019-12-18 00:00:00'))","('TO', 'VMO', Timestamp('2020-02-19 00:00:00'))",0.007992426627757
TO,HHL,"('TO', 'HHL', Timestamp('2021-10-06 00:00:00'))","('TO', 'HHL', Timestamp('2021-12-03 00:00:00'))",0.0079924656932093
NYSE,MUJ,"('NYSE', 'MUJ', Timestamp('2009-07-15 00:00:00'))","('NYSE', 'MUJ', Timestamp('2009-09-11 00:00:00'))",0.0079925472838514
NYSE,BHK,"('NYSE', 'BHK', Timestamp('2014-03-14 00:00:00'))","('NYSE', 'BHK', Timestamp('2014-05-13 00:00:00'))",0.0079929934551122
NASDAQ,ATVCU,"('NASDAQ', 'ATVCU', Timestamp('2021-06-10 00:00:00'))","('NASDAQ', 'ATVCU', Timestamp('2021-08-09 00:00:00'))",0.0079930858975411
NYSE,ECCY,"('NYSE', 'ECCY', Timestamp('2019-07-26 00:00:00'))","('NYSE', 'ECCY', Timestamp('2019-09-24 00:00:00'))",0.0079934347738195
NASDAQ,TSIBU,"('NASDAQ', 'TSIBU', Timestamp('2021-04-15 00:00:00'))","('NASDAQ', 'TSIBU', Timestamp('2021-06-14 00:00:00'))",0.0079935390133324
NYSE,EHI,"('NYSE', 'EHI', Timestamp('2018-02-23 00:00:00'))","('NYSE', 'EHI', Timestamp('2018-04-24 00:00:00'))",0.0079943606019927
TO,FXM,"('TO', 'FXM', Timestamp('2019-01-10 00:00:00'))","('TO', 'FXM', Timestamp('2019-03-11 00:00:00'))",0.007994403475882
NYSE,HPS,"('NYSE', 'HPS', Timestamp('2016-02-26 00:00:00'))","('NYSE', 'HPS', Timestamp('2016-04-26 00:00:00'))",0.0079946309759601
NYSE,HIGA,"('NYSE', 'HIGA', Timestamp('2021-06-07 00:00:00'))","('NYSE', 'HIGA', Timestamp('2021-08-04 00:00:00'))",0.0079947452678044
NYSE,CLX,"('NYSE', 'CLX', Timestamp('2019-11-12 00:00:00'))","('NYSE', 'CLX', Timestamp('2020-01-13 00:00:00'))",0.0079951217142
NYSE,MKC,"('NYSE', 'MKC', Timestamp('2019-10-28 00:00:00'))","('NYSE', 'MKC', Timestamp('2019-12-26 00:00:00'))",0.0079959739130099
NYSE,GF,"('NYSE', 'GF', Timestamp('2012-08-07 00:00:00'))","('NYSE', 'GF', Timestamp('2012-10-04 00:00:00'))",0.0079960601208707
NASDAQ,CHNG,"('NASDAQ', 'CHNG', Timestamp('2021-03-31 00:00:00'))","('NASDAQ', 'CHNG', Timestamp('2021-05-28 00:00:00'))",0.0079968179932388
TO,FAO,"('TO', 'FAO', Timestamp('2015-02-05 00:00:00'))","('TO', 'FAO', Timestamp('2015-04-07 00:00:00'))",0.007997607530685
TO,MPC,"('TO', 'MPC', Timestamp('2019-08-29 00:00:00'))","('TO', 'MPC', Timestamp('2019-10-29 00:00:00'))",0.0079981384035993
NYSE,ZTR,"('NYSE', 'ZTR', Timestamp('2011-01-13 00:00:00'))","('NYSE', 'ZTR', Timestamp('2011-03-15 00:00:00'))",0.0079990004956839
NYSE,HIG,"('NYSE', 'HIG', Timestamp('2017-04-19 00:00:00'))","('NYSE', 'HIG', Timestamp('2017-06-16 00:00:00'))",0.00799905578952
TO,FCUV,"('TO', 'FCUV', Timestamp('2021-07-13 00:00:00'))","('TO', 'FCUV', Timestamp('2021-09-10 00:00:00'))",0.0080000785558425
NASDAQ,BTNB,"('NASDAQ', 'BTNB', Timestamp('2021-06-07 00:00:00'))","('NASDAQ', 'BTNB', Timestamp('2021-08-04 00:00:00'))",0.0080001128836177
NASDAQ,CHW,"('NASDAQ', 'CHW', Timestamp('2019-02-04 00:00:00'))","('NASDAQ', 'CHW', Timestamp('2019-04-03 00:00:00'))",0.0080001666888019
NYSE,NAC,"('NYSE', 'NAC', Timestamp('2014-08-18 00:00:00'))","('NYSE', 'NAC', Timestamp('2014-10-15 00:00:00'))",0.0080002048610173
AMEX,EAD,"('AMEX', 'EAD', Timestamp('2012-06-11 00:00:00'))","('AMEX', 'EAD', Timestamp('2012-08-08 00:00:00'))",0.0080005538147937
NYSE,CMSA,"('NYSE', 'CMSA', Timestamp('2019-10-04 00:00:00'))","('NYSE', 'CMSA', Timestamp('2019-12-03 00:00:00'))",0.0080006934916591
TO,HBA,"('TO', 'HBA', Timestamp('2021-12-01 00:00:00'))","('TO', 'HBA', Timestamp('2022-02-01 00:00:00'))",0.0080010747483038
NYSE,QVCD,"('NYSE', 'QVCD', Timestamp('2020-11-12 00:00:00'))","('NYSE', 'QVCD', Timestamp('2021-01-13 00:00:00'))",0.0080015184509707
NYSE,TWNT,"('NYSE', 'TWNT', Timestamp('2021-08-30 00:00:00'))","('NYSE', 'TWNT', Timestamp('2021-10-27 00:00:00'))",0.0080015364468673
NYSE,KMB,"('NYSE', 'KMB', Timestamp('2014-05-07 00:00:00'))","('NYSE', 'KMB', Timestamp('2014-07-07 00:00:00'))",0.008001635000264
AMEX,ERH,"('AMEX', 'ERH', Timestamp('2017-10-30 00:00:00'))","('AMEX', 'ERH', Timestamp('2017-12-28 00:00:00'))",0.0080018760825312
NASDAQ,ZIONO,"('NASDAQ', 'ZIONO', Timestamp('2021-11-18 00:00:00'))","('NASDAQ', 'ZIONO', Timestamp('2022-01-19 00:00:00'))",0.0080022581652894
TO,TTP,"('TO', 'TTP', Timestamp('2021-12-01 00:00:00'))","('TO', 'TTP', Timestamp('2022-02-01 00:00:00'))",0.0080022736090214
NASDAQ,TANNL,"('NASDAQ', 'TANNL', Timestamp('2015-08-26 00:00:00'))","('NASDAQ', 'TANNL', Timestamp('2015-10-23 00:00:00'))",0.0080025648684369
TO,TMEU,"('TO', 'TMEU', Timestamp('2021-03-04 00:00:00'))","('TO', 'TMEU', Timestamp('2021-05-03 00:00:00'))",0.008003188454006
TO,ALA,"('TO', 'ALA', Timestamp('2013-10-30 00:00:00'))","('TO', 'ALA', Timestamp('2013-12-30 00:00:00'))",0.0080032247893509
NYSE,SUZ,"('NYSE', 'SUZ', Timestamp('2016-04-11 00:00:00'))","('NYSE', 'SUZ', Timestamp('2016-06-08 00:00:00'))",0.0080033432975575
NASDAQ,MICT,"('NASDAQ', 'MICT', Timestamp('2013-01-23 00:00:00'))","('NASDAQ', 'MICT', Timestamp('2013-03-22 00:00:00'))",0.0080037753132717
NYSE,KB,"('NYSE', 'KB', Timestamp('2019-04-26 00:00:00'))","('NYSE', 'KB', Timestamp('2019-06-25 00:00:00'))",0.0080045270446888
NASDAQ,GTYH,"('NASDAQ', 'GTYH', Timestamp('2017-09-13 00:00:00'))","('NASDAQ', 'GTYH', Timestamp('2017-11-09 00:00:00'))",0.0080054052732377
NASDAQ,DISCB,"('NASDAQ', 'DISCB', Timestamp('2017-03-16 00:00:00'))","('NASDAQ', 'DISCB', Timestamp('2017-05-15 00:00:00'))",0.0080060022282634
NASDAQ,FCUV,"('NASDAQ', 'FCUV', Timestamp('2020-07-14 00:00:00'))","('NASDAQ', 'FCUV', Timestamp('2020-09-10 00:00:00'))",0.0080060022282634
NASDAQ,VQS,"('NASDAQ', 'VQS', Timestamp('2018-05-24 00:00:00'))","('NASDAQ', 'VQS', Timestamp('2018-07-24 00:00:00'))",0.0080060022282634
NASDAQ,UIHC,"('NASDAQ', 'UIHC', Timestamp('2010-04-14 00:00:00'))","('NASDAQ', 'UIHC', Timestamp('2010-06-11 00:00:00'))",0.0080060022282634
NASDAQ,KELYB,"('NASDAQ', 'KELYB', Timestamp('2015-02-17 00:00:00'))","('NASDAQ', 'KELYB', Timestamp('2015-04-16 00:00:00'))",0.0080060524697056
TO,PSA,"('TO', 'PSA', Timestamp('2014-04-02 00:00:00'))","('TO', 'PSA', Timestamp('2014-06-02 00:00:00'))",0.0080062493750456
TO,INQ,"('TO', 'INQ', Timestamp('2013-04-10 00:00:00'))","('TO', 'INQ', Timestamp('2013-06-07 00:00:00'))",0.0080064070936868
NYSE,GWH,"('NYSE', 'GWH', Timestamp('2021-04-07 00:00:00'))","('NYSE', 'GWH', Timestamp('2021-06-04 00:00:00'))",0.0080064214280706
TO,FPR,"('TO', 'FPR', Timestamp('2019-06-04 00:00:00'))","('TO', 'FPR', Timestamp('2019-08-01 00:00:00'))",0.0080064216266374
NASDAQ,GBRGU,"('NASDAQ', 'GBRGU', Timestamp('2021-11-09 00:00:00'))","('NASDAQ', 'GBRGU', Timestamp('2022-01-07 00:00:00'))",0.00800665702305
TO,VGG,"('TO', 'VGG', Timestamp('2017-09-29 00:00:00'))","('TO', 'VGG', Timestamp('2017-11-28 00:00:00'))",0.0080070658860996
TO,OGI,"('TO', 'OGI', Timestamp('2012-06-14 00:00:00'))","('TO', 'OGI', Timestamp('2012-08-14 00:00:00'))",0.0080072657579215
NASDAQ,ABST,"('NASDAQ', 'ABST', Timestamp('2014-07-08 00:00:00'))","('NASDAQ', 'ABST', Timestamp('2014-09-04 00:00:00'))",0.0080075165533801
NASDAQ,SANG,"('NASDAQ', 'SANG', Timestamp('2012-12-06 00:00:00'))","('NASDAQ', 'SANG', Timestamp('2013-02-06 00:00:00'))",0.0080076150183034
TO,PRP,"('TO', 'PRP', Timestamp('2021-10-21 00:00:00'))","('TO', 'PRP', Timestamp('2021-12-17 00:00:00'))",0.0080079526482303
NASDAQ,MNSB,"('NASDAQ', 'MNSB', Timestamp('2009-03-12 00:00:00'))","('NASDAQ', 'MNSB', Timestamp('2009-05-11 00:00:00'))",0.0080080887635619
TO,CINT,"('TO', 'CINT', Timestamp('2021-03-24 00:00:00'))","('TO', 'CINT', Timestamp('2021-05-21 00:00:00'))",0.0080082143391379
NASDAQ,FNWD,"('NASDAQ', 'FNWD', Timestamp('2012-05-30 00:00:00'))","('NASDAQ', 'FNWD', Timestamp('2012-07-27 00:00:00'))",0.0080085139105552
NYSE,GPMT,"('NYSE', 'GPMT', Timestamp('2019-06-10 00:00:00'))","('NYSE', 'GPMT', Timestamp('2019-08-07 00:00:00'))",0.0080089374680592
TO,HXS,"('TO', 'HXS', Timestamp('2017-01-17 00:00:00'))","('TO', 'HXS', Timestamp('2017-03-16 00:00:00'))",0.0080098090084272
TO,XEB,"('TO', 'XEB', Timestamp('2016-01-15 00:00:00'))","('TO', 'XEB', Timestamp('2016-03-15 00:00:00'))",0.0080098584215014
TO,LUG,"('TO', 'LUG', Timestamp('2013-06-27 00:00:00'))","('TO', 'LUG', Timestamp('2013-08-27 00:00:00'))",0.0080101201831991
TO,CSY,"('TO', 'CSY', Timestamp('2014-06-27 00:00:00'))","('TO', 'CSY', Timestamp('2014-08-27 00:00:00'))",0.0080103663750264
NYSE,BGT,"('NYSE', 'BGT', Timestamp('2020-06-12 00:00:00'))","('NYSE', 'BGT', Timestamp('2020-08-11 00:00:00'))",0.0080105189258918
TO,LONG,"('TO', 'LONG', Timestamp('2021-03-04 00:00:00'))","('TO', 'LONG', Timestamp('2021-05-03 00:00:00'))",0.0080106923490265
TO,SPPP,"('TO', 'SPPP', Timestamp('2018-04-17 00:00:00'))","('TO', 'SPPP', Timestamp('2018-06-14 00:00:00'))",0.0080110101949386
TO,ESGB,"('TO', 'ESGB', Timestamp('2020-04-06 00:00:00'))","('TO', 'ESGB', Timestamp('2020-06-04 00:00:00'))",0.0080111791292594
TO,HWF,"('TO', 'HWF', Timestamp('2019-01-30 00:00:00'))","('TO', 'HWF', Timestamp('2019-03-29 00:00:00'))",0.0080114506461581
TO,HFG,"('TO', 'HFG', Timestamp('2021-05-12 00:00:00'))","('TO', 'HFG', Timestamp('2021-07-12 00:00:00'))",0.0080115650123096
TO,XMI,"('TO', 'XMI', Timestamp('2017-01-17 00:00:00'))","('TO', 'XMI', Timestamp('2017-03-16 00:00:00'))",0.0080118843183676
NYSE,MGY,"('NYSE', 'MGY', Timestamp('2017-07-19 00:00:00'))","('NYSE', 'MGY', Timestamp('2017-09-15 00:00:00'))",0.0080123616851584
TO,FDE,"('TO', 'FDE', Timestamp('2017-11-03 00:00:00'))","('TO', 'FDE', Timestamp('2018-01-04 00:00:00'))",0.0080124602011628
NYSE,PFO,"('NYSE', 'PFO', Timestamp('2014-10-15 00:00:00'))","('NYSE', 'PFO', Timestamp('2014-12-12 00:00:00'))",0.0080126722015789
NYSE,AMCR,"('NYSE', 'AMCR', Timestamp('2014-02-19 00:00:00'))","('NYSE', 'AMCR', Timestamp('2014-04-17 00:00:00'))",0.0080129139179874
NASDAQ,RCII,"('NASDAQ', 'RCII', Timestamp('2018-06-18 00:00:00'))","('NASDAQ', 'RCII', Timestamp('2018-08-15 00:00:00'))",0.0080130445564593
NASDAQ,CLNN,"('NASDAQ', 'CLNN', Timestamp('2018-12-14 00:00:00'))","('NASDAQ', 'CLNN', Timestamp('2019-02-14 00:00:00'))",0.0080138216641704
NYSE,HD,"('NYSE', 'HD', Timestamp('2017-11-13 00:00:00'))","('NYSE', 'HD', Timestamp('2018-01-12 00:00:00'))",0.0080138988875176
NYSE,EQHA,"('NYSE', 'EQHA', Timestamp('2021-06-02 00:00:00'))","('NYSE', 'EQHA', Timestamp('2021-07-30 00:00:00'))",0.0080140602088944
TO,RIIN,"('TO', 'RIIN', Timestamp('2020-12-23 00:00:00'))","('TO', 'RIIN', Timestamp('2021-02-24 00:00:00'))",0.0080142593834456
NYSE,KO,"('NYSE', 'KO', Timestamp('2010-10-19 00:00:00'))","('NYSE', 'KO', Timestamp('2010-12-16 00:00:00'))",0.0080153562028821
NASDAQ,DSKE,"('NASDAQ', 'DSKE', Timestamp('2016-01-12 00:00:00'))","('NASDAQ', 'DSKE', Timestamp('2016-03-11 00:00:00'))",0.0080154367896678
TO,PID,"('TO', 'PID', Timestamp('2018-07-30 00:00:00'))","('TO', 'PID', Timestamp('2018-09-27 00:00:00'))",0.0080154543038889
NYSE,MHI,"('NYSE', 'MHI', Timestamp('2016-03-15 00:00:00'))","('NYSE', 'MHI', Timestamp('2016-05-12 00:00:00'))",0.0080159781907089
TO,VGRO,"('TO', 'VGRO', Timestamp('2021-12-01 00:00:00'))","('TO', 'VGRO', Timestamp('2022-02-01 00:00:00'))",0.008016099942234
NASDAQ,SDAC,"('NASDAQ', 'SDAC', Timestamp('2021-07-19 00:00:00'))","('NASDAQ', 'SDAC', Timestamp('2021-09-15 00:00:00'))",0.0080161397684486
NYSE,JRS,"('NYSE', 'JRS', Timestamp('2017-09-12 00:00:00'))","('NYSE', 'JRS', Timestamp('2017-11-08 00:00:00'))",0.0080161778149896
NASDAQ,CZWI,"('NASDAQ', 'CZWI', Timestamp('2018-02-14 00:00:00'))","('NASDAQ', 'CZWI', Timestamp('2018-04-16 00:00:00'))",0.0080162827581151
NYSE,LLY,"('NYSE', 'LLY', Timestamp('2010-10-19 00:00:00'))","('NYSE', 'LLY', Timestamp('2010-12-16 00:00:00'))",0.0080164711177
TO,MIVG,"('TO', 'MIVG', Timestamp('2021-07-16 00:00:00'))","('TO', 'MIVG', Timestamp('2021-09-15 00:00:00'))",0.0080166795398697
NYSE,OACB,"('NYSE', 'OACB', Timestamp('2021-12-02 00:00:00'))","('NYSE', 'OACB', Timestamp('2022-02-01 00:00:00'))",0.0080167519416467
TO,SGQ,"('TO', 'SGQ', Timestamp('2017-03-23 00:00:00'))","('TO', 'SGQ', Timestamp('2017-05-23 00:00:00'))",0.008016800438703
TO,IFA,"('TO', 'IFA', Timestamp('2012-11-14 00:00:00'))","('TO', 'IFA', Timestamp('2013-01-15 00:00:00'))",0.008016800438703
TO,XHU,"('TO', 'XHU', Timestamp('2019-12-06 00:00:00'))","('TO', 'XHU', Timestamp('2020-02-06 00:00:00'))",0.0080171905377847
NYSE,SOR,"('NYSE', 'SOR', Timestamp('2019-12-05 00:00:00'))","('NYSE', 'SOR', Timestamp('2020-02-05 00:00:00'))",0.0080172704919603
NASDAQ,PBCTP,"('NASDAQ', 'PBCTP', Timestamp('2018-05-10 00:00:00'))","('NASDAQ', 'PBCTP', Timestamp('2018-07-10 00:00:00'))",0.0080178112504136
TO,CARS,"('TO', 'CARS', Timestamp('2018-07-16 00:00:00'))","('TO', 'CARS', Timestamp('2018-09-13 00:00:00'))",0.0080182020204623
NASDAQ,QRTEB,"('NASDAQ', 'QRTEB', Timestamp('2015-08-25 00:00:00'))","('NASDAQ', 'QRTEB', Timestamp('2015-10-22 00:00:00'))",0.0080182750630543
NASDAQ,LTRPB,"('NASDAQ', 'LTRPB', Timestamp('2015-08-14 00:00:00'))","('NASDAQ', 'LTRPB', Timestamp('2015-10-13 00:00:00'))",0.0080184217850283
TO,STC,"('TO', 'STC', Timestamp('2014-07-15 00:00:00'))","('TO', 'STC', Timestamp('2014-09-12 00:00:00'))",0.0080184554732128
